rank,feature,score,p_value
41,241.098440869141,192.62434282290621,1.6042901148124562e-42
42,116.928236706543,192.39535976801238,1.787746953244388e-42
43,113.594580395508,190.6397210207201,4.1016361347733537e-42
44,283.122732861328,189.8435985063136,5.978191942717409e-42
45,151.834204418945,186.85090419658857,2.4660085232420867e-41
46,117.20970032959,180.26452192887874,5.6055198600779274e-40
47,289.395193798828,177.36156126831656,2.2259133426384565e-39
48,157.121649487305,172.64225724003634,2.100782962794198e-38
49,559.628805859375,169.19038534905062,1.0875128985605424e-37
50,241.620306713867,168.90208978423664,1.2476977569667784e-37
51,156.462485058594,167.71919146357203,2.1929170211194337e-37
52,116.556433422852,163.20380278094078,1.891593667532586e-36
53,417.169668896484,158.0810715501031,2.1891646384720046e-35
54,334.132315380859,157.61976336609723,2.7298363865908127e-35
55,560.593527539063,157.45168211686402,2.958469817427281e-35
56,192.067007763672,153.669835897674,1.8094714131607025e-34
57,312.139548046875,147.31095013398019,3.822355073849196e-33
58,163.050940258789,146.09521765612573,6.854115756919775e-33
59,262.098166210938,144.77875738470658,1.290355393639014e-32
60,335.132712109375,144.25993079372958,1.6558804558779104e-32
61,279.241629345703,142.97249168697155,3.075424827620754e-32
62,116.218344433594,140.2890947644253,1.1187196232046016e-31
63,143.560614331055,140.26101653517145,1.1339458874744996e-31
64,447.193381054688,140.103436072939,1.2233283534109484e-31
65,181.067511303711,139.8104187883831,1.4087019931566787e-31
66,193.677038891602,138.76841954171363,2.326889494312829e-31
67,264.308005078125,137.6736582529424,3.943278067867772e-31
68,149.035589916992,137.46152672649407,4.367742327148531e-31
69,473.211996777344,137.1058296074862,5.184571908541754e-31
70,209.085440380859,136.61856532795747,6.557292910974795e-31
71,157.044607861328,134.10922899841103,2.1996639540568975e-30
72,270.797476513672,131.96462694669825,6.1939843181999145e-30
73,318.804312451172,131.88793891823934,6.427679885881144e-30
74,156.703406079102,131.79209564192,6.732192665103435e-30
75,445.185843212891,131.33118815866536,8.410809691549161e-30
76,191.576224072266,129.90375262095506,1.6763517864235743e-29
77,390.517142041016,129.18600449994955,2.3715612139280627e-29
78,240.786856396484,128.7119108867234,2.982481320891271e-29
79,255.102270825195,127.09087342277238,6.532397153036632e-29
80,359.133078320313,124.49084796078763,2.299492269253955e-28
81,180.830557568359,124.25221023857551,2.581210516664898e-28
82,208.845617993164,122.45568254687787,6.1634360490839755e-28
83,133.279562695313,120.6476756566312,1.480801719198593e-27
84,253.903052075195,120.24844000393259,1.797176729287114e-27
85,170.606299145508,119.62502531308982,2.4318157475719732e-27
86,184.893805249023,117.7578159070273,6.018635674915692e-27
87,156.826513989258,115.33643798820201,1.951157923833738e-26
88,452.188376171875,113.90055121780664,3.9212203968795126e-26
89,641.293234570313,113.44058497237786,4.904108515585816e-26
90,281.247549755859,113.43373205483906,4.9204797507675637e-26
91,123.262167675781,113.33752846344174,5.156162952543786e-26
92,178.059332592773,112.41754870799582,8.066298355020547e-26
93,116.024107678223,112.39592293823621,8.151614068265457e-26
94,289.10951875,112.17393847868831,9.081323391510359e-26
95,447.405600292969,111.96510397920295,1.0052632140277413e-25
96,254.10871003418,105.55381721944767,2.284943061234615e-24
97,140.674414379883,104.47137489051867,3.874866984183212e-24
98,404.16567109375,104.19650987930436,4.43118246896264e-24
99,487.211233837891,104.11997994673351,4.599840260246379e-24
100,123.057577832031,103.01740478356048,7.88000880903767e-24
101,171.600302441406,101.62633339201129,1.5546446240139804e-23
102,142.043036206055,101.29698262397062,1.826100635882125e-23
103,333.133383496094,100.91256227912872,2.2035192661377735e-23
104,162.886221630859,98.97484134461997,5.683146744331144e-23
105,544.2354953125,98.21105923836758,8.257854821879188e-23
106,237.50534699707,97.68154077001432,1.0700462464187055e-22
107,284.281943066406,97.42537806593919,1.2129757787700546e-22
108,117.564779980469,96.23685517616738,2.1704962513362887e-22
109,193.885184033203,95.94467569574667,2.5043918171585436e-22
110,403.972189648438,94.68809602015781,4.634997162252948e-22
111,163.283804638672,94.00423297029374,6.480467355947984e-22
112,475.196799023438,93.47035102187267,8.419180092475672e-22
113,170.831106884766,93.309653407861,9.109349727372332e-22
114,99.6533648803711,91.82405799115226,1.8876808391055263e-21
115,141.935660107422,91.81096158310177,1.899848981981353e-21
116,99.5613696411133,91.58302859960477,2.1246546252234485e-21
117,717.299643261719,91.22136310975789,2.5372535424562574e-21
118,242.681708081055,90.12132478754178,4.353815542485058e-21
119,261.895956738281,89.67703901395272,5.415200686431464e-21
120,430.17983125,89.57931588788716,5.6814161027206174e-21
121,129.038504345703,88.68845751005513,8.800283594845961e-21
122,266.105887158203,88.20059954889896,1.1184049823133991e-20
123,151.667685253906,87.14045841758046,1.8831987368073127e-20
124,451.487417919922,86.95175770505645,2.066270567227281e-20
125,171.050696118164,86.30198733328211,2.844138622289679e-20
126,431.183035595703,85.74938989124071,3.732448497365554e-20
127,136.797476513672,85.43454288556332,4.357755451291638e-20
128,193.993582470703,84.89211439927426,5.690865466123625e-20
129,348.140402539063,84.7685952540464,6.047528991779505e-20
130,572.484213574219,84.75827034949786,6.078336767372453e-20
131,281.814596875,84.69403034784226,6.27357885217106e-20
132,256.101034863281,84.05974168677048,8.572529446975734e-20
133,243.074331982422,83.95489247119878,9.02665044465626e-20
134,266.369925244141,83.61080087509274,1.0693103033220403e-19
135,561.243551953125,82.9402014376934,1.4877537309132763e-19
136,166.873373730469,82.91954003694642,1.502971643074139e-19
137,489.211630566406,82.56442928173324,1.790276186784154e-19
138,743.873129589844,82.37178898170765,1.9685069062258212e-19
139,122.814573986816,82.34001752264302,1.9995627832342093e-19
140,136.900503857422,82.05503036886911,2.301006427348425e-19
141,321.123495800781,81.4115789911569,3.1596258414735438e-19
142,141.367636425781,80.7658962463723,4.34382250550544e-19
143,335.597830517578,80.74428698326291,4.390350413736178e-19
144,243.119040234375,80.12568607448699,5.956314427300166e-19
145,117.455977185059,79.86755813798,6.765019854995094e-19
146,405.1710421875,79.5581787016289,7.880385429580499e-19
147,137.305823071289,79.49191722256343,8.142240126093456e-19
148,100.321058972168,79.44871026108252,8.317660415530049e-19
149,125.571974499512,79.10805169470565,9.840004966187128e-19
150,406.181784375,78.55028920520817,1.295788934422577e-18
